base, ;2524
base, f9, ;2594
base, f8, ;2765,5
base, f8, f9, ;2828
base, f7, ;4754,5
base, f7, f8, ;4973
base, f7, f9, ;4801
base, f7, f8, f9, ;5051
base, f6, ;2937
base, f6, f9, ;2999,5
base, f6, f7, ;6767
base, f6, f7, f9, ;6837
base, f6, f8, ;3163
base, f6, f7, f8, ;7008,5
base, f6, f8, f9, ;3226
base, f6, f7, f8, f9, ;7071
base, f5, ;3155,5
base, f5, f9, ;3210
base, f5, f8, ;3389,5
base, f5, f8, f9, ;3452
base, f5, f6, ;3561
base, f5, f6, f8, ;3795
base, f5, f6, f9, ;3623,5
base, f5, f6, f8, f9, ;3850
base, f5, f7, ;6611
base, f5, f7, f9, ;6689
base, f5, f6, f7, ;8646,5
base, f5, f6, f7, f9, ;8709
base, f5, f7, f8, ;6845
base, f5, f6, f7, f8, ;8880,5
base, f5, f7, f8, f9, ;6915
base, f5, f6, f7, f8, f9, ;8950,5
base, f4, ;2726
base, f4, f9, ;2804
base, f4, f8, ;2968
base, f4, f8, f9, ;3030,5
base, f4, f7, ;5753
base, f4, f7, f8, ;5994,5
base, f4, f7, f9, ;5823
base, f4, f7, f8, f9, ;6049
base, f4, f5, ;3358
base, f4, f5, f9, ;3413
base, f4, f5, f7, ;7625
base, f4, f5, f7, f9, ;7687
base, f4, f5, f8, ;3584
base, f4, f5, f7, f8, ;7866,5
base, f4, f5, f8, f9, ;3647
base, f4, f5, f7, f8, f9, ;7929
base, f4, f6, ;3140
base, f4, f6, f9, ;3194
base, f4, f6, f8, ;3374
base, f4, f6, f8, f9, ;3428
base, f4, f5, f6, ;3764
base, f4, f5, f6, f8, ;3998
base, f4, f5, f6, f9, ;3818
base, f4, f5, f6, f8, f9, ;4060
base, f4, f6, f7, ;7788,5
base, f4, f6, f7, f9, ;7851
base, f4, f5, f6, f7, ;9653
base, f4, f5, f6, f7, f9, ;9723
base, f4, f6, f7, f8, ;8022,5
base, f4, f5, f6, f7, f8, ;9894,5
base, f4, f6, f7, f8, f9, ;8085
base, f4, f5, f6, f7, f8, f9, ;9965
base, f3, ;4643
base, f3, f9, ;4705,5
base, f3, f8, ;4892,5
base, f3, f8, f9, ;4947
base, f3, f7, ;6858
base, f3, f7, f8, ;7100
base, f3, f7, f9, ;6920,5
base, f3, f7, f8, f9, ;7170
base, f3, f6, ;6117
base, f3, f6, f9, ;6250
base, f3, f6, f7, ;13808,5
base, f3, f6, f7, f9, ;13933
base, f3, f6, f8, ;6562
base, f3, f6, f7, f8, ;14245
base, f3, f6, f8, f9, ;6686,5
base, f3, f6, f7, f8, f9, ;14370
base, f3, f4, ;4846
base, f3, f4, f9, ;4908
base, f3, f4, f8, ;5095,5
base, f3, f4, f8, f9, ;5158
base, f3, f4, f6, ;6534
base, f3, f4, f6, f8, ;6960
base, f3, f4, f6, f9, ;6648
base, f3, f4, f6, f8, f9, ;7084
base, f3, f4, f7, ;7864
base, f3, f4, f7, f9, ;7934,5
base, f3, f4, f6, f7, ;15828
base, f3, f4, f6, f7, f9, ;15961
base, f3, f4, f7, f8, ;8130
base, f3, f4, f6, f7, f8, ;16273
base, f3, f4, f7, f8, f9, ;8184
base, f3, f4, f6, f7, f8, f9, ;16398
base, f3, f5, ;5282,5
base, f3, f5, f9, ;5337
base, f3, f5, f8, ;5524
base, f3, f5, f8, f9, ;5571
base, f3, f5, f7, ;8738
base, f3, f5, f7, f8, ;8983,5
base, f3, f5, f7, f9, ;8808
base, f3, f5, f7, f8, f9, ;9042
base, f3, f4, f5, ;5485,5
base, f3, f4, f5, f9, ;5548
base, f3, f4, f5, f7, ;9768
base, f3, f4, f5, f7, f9, ;9822
base, f3, f4, f5, f8, ;5719,5
base, f3, f4, f5, f7, f8, ;9986
base, f3, f4, f5, f8, f9, ;5774
base, f3, f4, f5, f7, f8, f9, ;10056
base, f3, f5, f6, ;7061
base, f3, f5, f6, f9, ;7194
base, f3, f5, f6, f8, ;7498
base, f3, f5, f6, f8, f9, ;7630,5
base, f3, f4, f5, f6, ;7459
base, f3, f4, f5, f6, f8, ;7903,5
base, f3, f4, f5, f6, f9, ;7591,5
base, f3, f4, f5, f6, f8, f9, ;8020
base, f3, f5, f6, f7, ;17248
base, f3, f5, f6, f7, f9, ;17365
base, f3, f4, f5, f6, f7, ;19252
base, f3, f4, f5, f6, f7, f9, ;19385,5
base, f3, f5, f6, f7, f8, ;17677
base, f3, f4, f5, f6, f7, f8, ;19705
base, f3, f5, f6, f7, f8, f9, ;17802
base, f3, f4, f5, f6, f7, f8, f9, ;19837,5
base, f2, ;8636,5
base, f2, f9, ;8699
base, f2, f8, ;8878
base, f2, f8, f9, ;8941
base, f2, f7, ;10852
base, f2, f7, f8, ;11109
base, f2, f7, f9, ;10922
base, f2, f7, f8, f9, ;11156
base, f2, f6, ;10118,5
base, f2, f6, f9, ;10243,5
base, f2, f6, f7, ;17802
base, f2, f6, f7, f9, ;17918,5
base, f2, f6, f8, ;10555,5
base, f2, f6, f7, f8, ;18238
base, f2, f6, f8, f9, ;10680
base, f2, f6, f7, f8, f9, ;18371
base, f2, f5, ;9276
base, f2, f5, f9, ;9338,5
base, f2, f5, f8, ;9510
base, f2, f5, f8, f9, ;9572,5
base, f2, f5, f6, ;11054,5
base, f2, f5, f6, f8, ;11492,5
base, f2, f5, f6, f9, ;11179,5
base, f2, f5, f6, f8, f9, ;11608
base, f2, f5, f7, ;12732
base, f2, f5, f7, f9, ;12802
base, f2, f5, f6, f7, ;21242,5
base, f2, f5, f6, f7, f9, ;21358
base, f2, f5, f7, f8, ;12981,5
base, f2, f5, f6, f7, f8, ;21670,5
base, f2, f5, f7, f8, f9, ;13020,5
base, f2, f5, f6, f7, f8, f9, ;21803
base, f2, f3, ;10761,5
base, f2, f3, f9, ;10832
base, f2, f3, f8, ;11003
base, f2, f3, f8, f9, ;11073,5
base, f2, f3, f7, ;12977
base, f2, f3, f7, f8, ;13219
base, f2, f3, f7, f9, ;13039
base, f2, f3, f7, f8, f9, ;13283,5
base, f2, f3, f5, ;11401
base, f2, f3, f5, f9, ;11463,5
base, f2, f3, f5, f7, ;14857
base, f2, f3, f5, f7, f9, ;14935
base, f2, f3, f5, f8, ;11639,5
base, f2, f3, f5, f7, f8, ;15098,5
base, f2, f3, f5, f8, f9, ;11690
base, f2, f3, f5, f7, f8, f9, ;15161
base, f2, f3, f6, ;13306,5
base, f2, f3, f6, f9, ;13487
base, f2, f3, f6, f8, ;13946
base, f2, f3, f6, f8, f9, ;14141
base, f2, f3, f5, f6, ;14570
base, f2, f3, f5, f6, f8, ;15194
base, f2, f3, f5, f6, f9, ;14742
base, f2, f3, f5, f6, f8, f9, ;15389
base, f2, f3, f6, f7, ;24835
base, f2, f3, f6, f7, f9, ;25022
base, f2, f3, f5, f6, f7, ;29831,5
base, f2, f3, f5, f6, f7, f9, ;30006,5
base, f2, f3, f6, f7, f8, ;25477,5
base, f2, f3, f5, f6, f7, f8, ;30467
base, f2, f3, f6, f7, f8, f9, ;25654
base, f2, f3, f5, f6, f7, f8, f9, ;30661,5
base, f2, f4, ;8840
base, f2, f4, f9, ;8894
base, f2, f4, f8, ;9089
base, f2, f4, f8, f9, ;9151,5
base, f2, f4, f7, ;11866,5
base, f2, f4, f7, f8, ;12115,5
base, f2, f4, f7, f9, ;11928
base, f2, f4, f7, f8, f9, ;12178
base, f2, f4, f6, ;10524
base, f2, f4, f6, f9, ;10649
base, f2, f4, f6, f7, ;19829,5
base, f2, f4, f6, f7, f9, ;19954,5
base, f2, f4, f6, f8, ;10961
base, f2, f4, f6, f7, f8, ;20274
base, f2, f4, f6, f8, f9, ;11086
base, f2, f4, f6, f7, f8, f9, ;20391
base, f2, f3, f4, ;10964,5
base, f2, f3, f4, f9, ;11019
base, f2, f3, f4, f8, ;11214
base, f2, f3, f4, f8, f9, ;11276,5
base, f2, f3, f4, f6, ;13915
base, f2, f3, f4, f6, f8, ;14547
base, f2, f3, f4, f6, f9, ;14094
base, f2, f3, f4, f6, f8, f9, ;14742
base, f2, f3, f4, f7, ;13983
base, f2, f3, f4, f7, f9, ;14045
base, f2, f3, f4, f6, f7, ;27869,5
base, f2, f3, f4, f6, f7, f9, ;28072
base, f2, f3, f4, f7, f8, ;14225,5
base, f2, f3, f4, f6, f7, f8, ;28508,5
base, f2, f3, f4, f7, f8, f9, ;14311
base, f2, f3, f4, f6, f7, f8, f9, ;28704
base, f2, f4, f5, ;9479
base, f2, f4, f5, f9, ;9541,5
base, f2, f4, f5, f8, ;9721
base, f2, f4, f5, f8, f9, ;9775,5
base, f2, f4, f5, f7, ;13746
base, f2, f4, f5, f7, f8, ;13980
base, f2, f4, f5, f7, f9, ;13817,5
base, f2, f4, f5, f7, f8, f9, ;14050
base, f2, f3, f4, f5, ;11596
base, f2, f3, f4, f5, f9, ;11659
base, f2, f3, f4, f5, f7, ;15878,5
base, f2, f3, f4, f5, f7, f9, ;15942,5
base, f2, f3, f4, f5, f8, ;11838
base, f2, f3, f4, f5, f7, f8, ;16105
base, f2, f3, f4, f5, f8, f9, ;11893
base, f2, f3, f4, f5, f7, f8, f9, ;16175
base, f2, f4, f5, f6, ;11468
base, f2, f4, f5, f6, f9, ;11585
base, f2, f4, f5, f6, f8, ;11897
base, f2, f4, f5, f6, f8, f9, ;12022
base, f2, f3, f4, f5, f6, ;15163
base, f2, f3, f4, f5, f6, f8, ;15802,5
base, f2, f3, f4, f5, f6, f9, ;15350
base, f2, f3, f4, f5, f6, f8, f9, ;15990
base, f2, f4, f5, f6, f7, ;23262
base, f2, f4, f5, f6, f7, f9, ;23386
base, f2, f3, f4, f5, f6, f7, ;32869
base, f2, f3, f4, f5, f6, f7, f9, ;33057
base, f2, f4, f5, f6, f7, f8, ;23690,5
base, f2, f3, f4, f5, f6, f7, f8, ;33508,5
base, f2, f4, f5, f6, f7, f8, f9, ;23823,5
base, f2, f3, f4, f5, f6, f7, f8, f9, ;33711,5
base, f1, ;3553
base, f1, f9, ;3608
base, f1, f8, ;3779,5
base, f1, f8, f9, ;3842
base, f1, f7, ;5753
base, f1, f7, f8, ;5994,5
base, f1, f7, f9, ;5815
base, f1, f7, f8, f9, ;6057
base, f1, f6, ;3951
base, f1, f6, f9, ;4006
base, f1, f6, f7, ;7788,5
base, f1, f6, f7, f9, ;7851
base, f1, f6, f8, ;4177
base, f1, f6, f7, f8, ;8015
base, f1, f6, f8, f9, ;4247,5
base, f1, f6, f7, f8, f9, ;8085
base, f1, f5, ;4169,5
base, f1, f5, f9, ;4232
base, f1, f5, f8, ;4403,5
base, f1, f5, f8, f9, ;4458
base, f1, f5, f6, ;4567
base, f1, f5, f6, f8, ;4801
base, f1, f5, f6, f9, ;4645,5
base, f1, f5, f6, f8, f9, ;4871,5
base, f1, f5, f7, ;7632,5
base, f1, f5, f7, f9, ;7695
base, f1, f5, f6, f7, ;9660,5
base, f1, f5, f6, f7, f9, ;9723
base, f1, f5, f7, f8, ;7859
base, f1, f5, f6, f7, f8, ;9902
base, f1, f5, f7, f8, f9, ;7929
base, f1, f5, f6, f7, f8, f9, ;9949
base, f1, f4, ;3740
base, f1, f4, f9, ;3803
base, f1, f4, f8, ;3982
base, f1, f4, f8, f9, ;4044,5
base, f1, f4, f7, ;6774,5
base, f1, f4, f7, f8, ;7008,5
base, f1, f4, f7, f9, ;6837
base, f1, f4, f7, f8, f9, ;7063
base, f1, f4, f5, ;4372
base, f1, f4, f5, f9, ;4434,5
base, f1, f4, f5, f7, ;8646,5
base, f1, f4, f5, f7, f9, ;8709
base, f1, f4, f5, f8, ;4606
base, f1, f4, f5, f7, f8, ;8880,5
base, f1, f4, f5, f8, f9, ;4661
base, f1, f4, f5, f7, f8, f9, ;8943
base, f1, f4, f6, ;4154
base, f1, f4, f6, f9, ;4224
base, f1, f4, f6, f8, ;4388
base, f1, f4, f6, f8, f9, ;4450
base, f1, f4, f5, f6, ;4778
base, f1, f4, f5, f6, f8, ;5012
base, f1, f4, f5, f6, f9, ;4840
base, f1, f4, f5, f6, f8, f9, ;5074,5
base, f1, f4, f6, f7, ;8795
base, f1, f4, f6, f7, f9, ;8865
base, f1, f4, f5, f6, f7, ;10667
base, f1, f4, f5, f6, f7, f9, ;10737
base, f1, f4, f6, f7, f8, ;9036,5
base, f1, f4, f5, f6, f7, f8, ;10901
base, f1, f4, f6, f7, f8, f9, ;9099
base, f1, f4, f5, f6, f7, f8, f9, ;10979
base, f1, f2, ;10205,5
base, f1, f2, f9, ;10268
base, f1, f2, f8, ;10447
base, f1, f2, f8, f9, ;10511,5
base, f1, f2, f7, ;12421,5
base, f1, f2, f7, f8, ;12678
base, f1, f2, f7, f9, ;12483
base, f1, f2, f7, f8, f9, ;12736,5
base, f1, f2, f6, ;11687,5
base, f1, f2, f6, f9, ;11812,5
base, f1, f2, f6, f7, ;19378,5
base, f1, f2, f6, f7, f9, ;19495,5
base, f1, f2, f6, f8, ;12117
base, f1, f2, f6, f7, f8, ;19807,5
base, f1, f2, f6, f8, f9, ;12249
base, f1, f2, f6, f7, f8, f9, ;19932
base, f1, f2, f4, ;10408,5
base, f1, f2, f4, f9, ;10471
base, f1, f2, f4, f8, ;10666
base, f1, f2, f4, f8, f9, ;10720,5
base, f1, f2, f4, f6, ;12093,5
base, f1, f2, f4, f6, f8, ;12537,5
base, f1, f2, f4, f6, f9, ;12221,5
base, f1, f2, f4, f6, f8, f9, ;12663
base, f1, f2, f4, f7, ;13435
base, f1, f2, f4, f7, f9, ;13497
base, f1, f2, f4, f6, f7, ;21406,5
base, f1, f2, f4, f6, f7, f9, ;21524
base, f1, f2, f4, f7, f8, ;13684,5
base, f1, f2, f4, f6, f7, f8, ;21843
base, f1, f2, f4, f7, f8, f9, ;13739
base, f1, f2, f4, f6, f7, f8, f9, ;21960
base, f1, f2, f5, ;10845
base, f1, f2, f5, f9, ;10907,5
base, f1, f2, f5, f8, ;11071
base, f1, f2, f5, f8, f9, ;11149
base, f1, f2, f5, f7, ;14301
base, f1, f2, f5, f7, f8, ;14535
base, f1, f2, f5, f7, f9, ;14363
base, f1, f2, f5, f7, f8, f9, ;14605
base, f1, f2, f4, f5, ;11048
base, f1, f2, f4, f5, f9, ;11110,5
base, f1, f2, f4, f5, f7, ;15315
base, f1, f2, f4, f5, f7, f9, ;15377,5
base, f1, f2, f4, f5, f8, ;11290
base, f1, f2, f4, f5, f7, f8, ;15556,5
base, f1, f2, f4, f5, f8, f9, ;11344,5
base, f1, f2, f4, f5, f7, f8, f9, ;15619
base, f1, f2, f5, f6, ;12616
base, f1, f2, f5, f6, f9, ;12741
base, f1, f2, f5, f6, f8, ;13060,5
base, f1, f2, f5, f6, f8, f9, ;13177
base, f1, f2, f4, f5, f6, ;13029
base, f1, f2, f4, f5, f6, f8, ;13474
base, f1, f2, f4, f5, f6, f9, ;13155,5
base, f1, f2, f4, f5, f6, f8, f9, ;13591
base, f1, f2, f5, f6, f7, ;22810,5
base, f1, f2, f5, f6, f7, f9, ;22935
base, f1, f2, f4, f5, f6, f7, ;24838,5
base, f1, f2, f4, f5, f6, f7, f9, ;24948
base, f1, f2, f5, f6, f7, f8, ;23247
base, f1, f2, f4, f5, f6, f7, f8, ;25267
base, f1, f2, f5, f6, f7, f8, f9, ;23364,5
base, f1, f2, f4, f5, f6, f7, f8, f9, ;25400
base, f1, f3, ;6212
base, f1, f3, f9, ;6274,5
base, f1, f3, f8, ;6454
base, f1, f3, f8, f9, ;6539,5
base, f1, f3, f7, ;8427
base, f1, f3, f7, f8, ;8669
base, f1, f3, f7, f9, ;8482
base, f1, f3, f7, f8, f9, ;8739
base, f1, f3, f6, ;7694
base, f1, f3, f6, f9, ;7811
base, f1, f3, f6, f7, ;15385
base, f1, f3, f6, f7, f9, ;15501,5
base, f1, f3, f6, f8, ;8123
base, f1, f3, f6, f7, f8, ;15821,5
base, f1, f3, f6, f8, f9, ;8248
base, f1, f3, f6, f7, f8, f9, ;15946,5
base, f1, f3, f5, ;6844
base, f1, f3, f5, f9, ;6914
base, f1, f3, f5, f8, ;7085,5
base, f1, f3, f5, f8, f9, ;7140
base, f1, f3, f5, f6, ;8630
base, f1, f3, f5, f6, f8, ;9059
base, f1, f3, f5, f6, f9, ;8755
base, f1, f3, f5, f6, f8, f9, ;9200,5
base, f1, f3, f5, f7, ;10315
base, f1, f3, f5, f7, f9, ;10369
base, f1, f3, f5, f6, f7, ;18801
base, f1, f3, f5, f6, f7, f9, ;18941,5
base, f1, f3, f5, f7, f8, ;10549
base, f1, f3, f5, f6, f7, f8, ;19245,5
base, f1, f3, f5, f7, f8, f9, ;10611
base, f1, f3, f5, f6, f7, f8, f9, ;19378,5
base, f1, f2, f3, ;12886
base, f1, f2, f3, f9, ;12940
base, f1, f2, f3, f8, ;13136,5
base, f1, f2, f3, f8, f9, ;13199
base, f1, f2, f3, f7, ;15093
base, f1, f2, f3, f7, f8, ;15350,5
base, f1, f2, f3, f7, f9, ;15156
base, f1, f2, f3, f7, f8, f9, ;15413
base, f1, f2, f3, f5, ;13518
base, f1, f2, f3, f5, f9, ;13596
base, f1, f2, f3, f5, f7, ;16988,5
base, f1, f2, f3, f5, f7, f9, ;17051
base, f1, f2, f3, f5, f8, ;13752
base, f1, f2, f3, f5, f7, f8, ;17215
base, f1, f2, f3, f5, f8, f9, ;13822
base, f1, f2, f3, f5, f7, f8, f9, ;17285
base, f1, f2, f3, f6, ;15423
base, f1, f2, f3, f6, f9, ;15618
base, f1, f2, f3, f6, f8, ;16063
base, f1, f2, f3, f6, f8, f9, ;16257,5
base, f1, f2, f3, f5, f6, ;16679
base, f1, f2, f3, f5, f6, f8, ;17318,5
base, f1, f2, f3, f5, f6, f9, ;16866
base, f1, f2, f3, f5, f6, f8, f9, ;17513,5
base, f1, f2, f3, f6, f7, ;26960,5
base, f1, f2, f3, f6, f7, f9, ;27154,5
base, f1, f2, f3, f5, f6, f7, ;31951,5
base, f1, f2, f3, f5, f6, f7, f9, ;32131,5
base, f1, f2, f3, f6, f7, f8, ;27606,5
base, f1, f2, f3, f5, f6, f7, f8, ;32591
base, f1, f2, f3, f6, f7, f8, f9, ;27786
base, f1, f2, f3, f5, f6, f7, f8, f9, ;32770,5
base, f1, f3, f4, ;6415
base, f1, f3, f4, f9, ;6477
base, f1, f3, f4, f8, ;6664,5
base, f1, f3, f4, f8, f9, ;6727
base, f1, f3, f4, f7, ;9441
base, f1, f3, f4, f7, f8, ;9683
base, f1, f3, f4, f7, f9, ;9503,5
base, f1, f3, f4, f7, f8, f9, ;9753
base, f1, f3, f4, f6, ;8099,5
base, f1, f3, f4, f6, f9, ;8217
base, f1, f3, f4, f6, f7, ;17397
base, f1, f3, f4, f6, f7, f9, ;17522
base, f1, f3, f4, f6, f8, ;8536,5
base, f1, f3, f4, f6, f7, f8, ;17834
base, f1, f3, f4, f6, f8, f9, ;8653
base, f1, f3, f4, f6, f7, f8, f9, ;17959
base, f1, f2, f3, f4, ;13081
base, f1, f2, f3, f4, f9, ;13229
base, f1, f2, f3, f4, f8, ;13338
base, f1, f2, f3, f4, f8, f9, ;13400,5
base, f1, f2, f3, f4, f6, ;16055
base, f1, f2, f3, f4, f6, f8, ;16687
base, f1, f2, f3, f4, f6, f9, ;16226,5
base, f1, f2, f3, f4, f6, f8, f9, ;16866
base, f1, f2, f3, f4, f7, ;16115
base, f1, f2, f3, f4, f7, f9, ;16177,5
base, f1, f2, f3, f4, f6, f7, ;30001
base, f1, f2, f3, f4, f6, f7, f9, ;30189
base, f1, f2, f3, f4, f7, f8, ;16364,5
base, f1, f2, f3, f4, f6, f7, f8, ;30685
base, f1, f2, f3, f4, f7, f8, f9, ;16427
base, f1, f2, f3, f4, f6, f7, f8, f9, ;30835,5
base, f1, f3, f4, f5, ;7054,5
base, f1, f3, f4, f5, f9, ;7117
base, f1, f3, f4, f5, f8, ;7281
base, f1, f3, f4, f5, f8, f9, ;7343
base, f1, f3, f4, f5, f7, ;11330
base, f1, f3, f4, f5, f7, f8, ;11563
base, f1, f3, f4, f5, f7, f9, ;11383
base, f1, f3, f4, f5, f7, f8, f9, ;11620,5
base, f1, f2, f3, f4, f5, ;13720
base, f1, f2, f3, f4, f5, f9, ;13786
base, f1, f2, f3, f4, f5, f7, ;17998
base, f1, f2, f3, f4, f5, f7, f9, ;18065
base, f1, f2, f3, f4, f5, f8, ;13962
base, f1, f2, f3, f4, f5, f7, f8, ;18236,5
base, f1, f2, f3, f4, f5, f8, f9, ;14025
base, f1, f2, f3, f4, f5, f7, f8, f9, ;18300
base, f1, f3, f4, f5, f6, ;9035,5
base, f1, f3, f4, f5, f6, f9, ;9160,5
base, f1, f3, f4, f5, f6, f8, ;9473
base, f1, f3, f4, f5, f6, f8, f9, ;9597,5
base, f1, f2, f3, f4, f5, f6, ;17287
base, f1, f2, f3, f4, f5, f6, f8, ;17928,5
base, f1, f2, f3, f4, f5, f6, f9, ;17471,5
base, f1, f2, f3, f4, f5, f6, f8, f9, ;18106
base, f1, f3, f4, f5, f6, f7, ;20837
base, f1, f3, f4, f5, f6, f7, f9, ;20970
base, f1, f2, f3, f4, f5, f6, f7, ;35001
base, f1, f2, f3, f4, f5, f6, f7, f9, ;35188,5
base, f1, f3, f4, f5, f6, f7, f8, ;21274
base, f1, f2, f3, f4, f5, f6, f7, f8, ;35640,5
base, f1, f3, f4, f5, f6, f7, f8, f9, ;21399
base, f1, f2, f3, f4, f5, f6, f7, f8, f9, ;35820
base, f10, ;2625
base, f9, f10, ;2687,5
base, f8, f10, ;2851
base, f8, f9, f10, ;2921,5
base, f7, f10, ;4840
base, f7, f8, f10, ;5066
base, f7, f9, f10, ;4902,5
base, f7, f8, f9, f10, ;5136,5
base, f6, f10, ;3023
base, f6, f9, f10, ;3085
base, f6, f7, f10, ;6868
base, f6, f7, f9, f10, ;6930,5
base, f6, f8, f10, ;3264,5
base, f6, f7, f8, f10, ;7102
base, f6, f8, f9, f10, ;3327
base, f6, f7, f8, f9, f10, ;7164,5
base, f5, f10, ;3249
base, f5, f9, f10, ;3304
base, f5, f8, f10, ;3475
base, f5, f8, f9, f10, ;3545,5
base, f5, f6, f10, ;3654,5
base, f5, f6, f8, f10, ;3896
base, f5, f6, f9, f10, ;3717
base, f5, f6, f8, f9, f10, ;3951
base, f5, f7, f10, ;6712
base, f5, f7, f9, f10, ;6774,5
base, f5, f6, f7, f10, ;8732
base, f5, f6, f7, f9, f10, ;8802,5
base, f5, f7, f8, f10, ;6946
base, f5, f6, f7, f8, f10, ;8974
base, f5, f7, f8, f9, f10, ;7001
base, f5, f6, f7, f8, f9, f10, ;9036,5
base, f4, f10, ;2828
base, f4, f9, f10, ;2890
base, f4, f8, f10, ;3062
base, f4, f8, f9, f10, ;3116
base, f4, f7, f10, ;5846
base, f4, f7, f8, f10, ;6088
base, f4, f7, f9, f10, ;5916,5
base, f4, f7, f8, f9, f10, ;6150,5
base, f4, f5, f10, ;3452
base, f4, f5, f9, f10, ;3514
base, f4, f5, f7, f10, ;7726
base, f4, f5, f7, f9, f10, ;7788,5
base, f4, f5, f8, f10, ;3678
